OrphaCode,DisorderName,GeneSymbol,GeneName,GeneLocus
93926,Midline interhemispheric variant of holoprosencephaly,DLL1,delta like canonical Notch ligand 1,6q27
93926,Midline interhemispheric variant of holoprosencephaly,GAS1,growth arrest specific 1,9q21.33
93924,Lobar holoprosencephaly,STIL,STIL centriolar assembly protein,1p33
93924,Lobar holoprosencephaly,FGFR1,fibroblast growth factor receptor 1,8p11.23
93924,Lobar holoprosencephaly,PTCH1,patched 1,9q22.32
93924,Lobar holoprosencephaly,SHH,sonic hedgehog signaling molecule,7q36.3
93924,Lobar holoprosencephaly,SIX3,SIX homeobox 3,2p21
93924,Lobar holoprosencephaly,TGIF1,TGFB induced factor homeobox 1,18p11.31
93924,Lobar holoprosencephaly,ZIC2,Zic family member 2,13q32.3
93924,Lobar holoprosencephaly,GLI2,GLI family zinc finger 2,2q14.2
93924,Lobar holoprosencephaly,CRIPTO,"cripto, EGF-CFC family member",3p21.31
93924,Lobar holoprosencephaly,FOXH1,forkhead box H1,8q24.3
93924,Lobar holoprosencephaly,FGF8,fibroblast growth factor 8,10q24.32
93924,Lobar holoprosencephaly,DISP1,dispatched RND transporter family member 1,1q41
93924,Lobar holoprosencephaly,CDON,"cell adhesion associated, oncogene regulated",11q24.2
93924,Lobar holoprosencephaly,NODAL,nodal growth differentiation factor,10q22.1
93924,Lobar holoprosencephaly,DLL1,delta like canonical Notch ligand 1,6q27
93924,Lobar holoprosencephaly,GAS1,growth arrest specific 1,9q21.33
93925,Alobar holoprosencephaly,STIL,STIL centriolar assembly protein,1p33
93925,Alobar holoprosencephaly,PLCH1,phospholipase C eta 1,3q25.31
93925,Alobar holoprosencephaly,STAG2,STAG2 cohesin complex component,Xq25
93925,Alobar holoprosencephaly,PTCH1,patched 1,9q22.32
93925,Alobar holoprosencephaly,SHH,sonic hedgehog signaling molecule,7q36.3
93925,Alobar holoprosencephaly,SIX3,SIX homeobox 3,2p21
93925,Alobar holoprosencephaly,TGIF1,TGFB induced factor homeobox 1,18p11.31
93925,Alobar holoprosencephaly,ZIC2,Zic family member 2,13q32.3
93925,Alobar holoprosencephaly,GLI2,GLI family zinc finger 2,2q14.2
93925,Alobar holoprosencephaly,CRIPTO,"cripto, EGF-CFC family member",3p21.31
93925,Alobar holoprosencephaly,FOXH1,forkhead box H1,8q24.3
93925,Alobar holoprosencephaly,FGF8,fibroblast growth factor 8,10q24.32
93925,Alobar holoprosencephaly,DISP1,dispatched RND transporter family member 1,1q41
93925,Alobar holoprosencephaly,CDON,"cell adhesion associated, oncogene regulated",11q24.2
93925,Alobar holoprosencephaly,NODAL,nodal growth differentiation factor,10q22.1
93925,Alobar holoprosencephaly,DLL1,delta like canonical Notch ligand 1,6q27
93925,Alobar holoprosencephaly,GAS1,growth arrest specific 1,9q21.33
93921,Full schwannomatosis,NF2,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor",22q12.2
93921,Full schwannomatosis,SMARCB1,SWI/SNF related BAF chromatin remodeling complex subunit B1,22q11.23
93921,Full schwannomatosis,COQ6,"coenzyme Q6, monooxygenase",14q24.3
93921,Full schwannomatosis,LZTR1,leucine zipper like post translational regulator 1,22q11.21
93952,"X-linked intellectual disability, Hedera type",ATP6AP2,ATPase H+ transporting accessory protein 2,Xp11.4
595109,Atypical Timothy syndrome,CACNA1C,calcium voltage-gated channel subunit alpha1 C,12p13.33
93950,"X-linked intellectual disability, Sutherland-Haan type",PQBP1,polyglutamine binding protein 1,Xp11.23
595098,Timothy syndrome type 1,CACNA1C,calcium voltage-gated channel subunit alpha1 C,12p13.33
93947,"X-linked intellectual disability, Golabi-Ito-Hall type",PQBP1,polyglutamine binding protein 1,Xp11.23
595105,Timothy syndrome type 2,CACNA1C,calcium voltage-gated channel subunit alpha1 C,12p13.33
93946,Hamel cerebro-palato-cardiac syndrome,PQBP1,polyglutamine binding protein 1,Xp11.23
93945,"X-linked intellectual disability, Porteous type",PQBP1,polyglutamine binding protein 1,Xp11.23
93616,Hemoglobin H disease,HBA2,hemoglobin subunit alpha 2,16p13.3
93616,Hemoglobin H disease,HBA1,hemoglobin subunit alpha 1,16p13.3
93622,Dent disease type 1,CLCN5,chloride voltage-gated channel 5,Xp11.23
93623,Dent disease type 2,OCRL,OCRL inositol polyphosphate-5-phosphatase,Xq26.1
93591,Infantile nephronophthisis,NPHP3,nephrocystin 3,3q22.1
93591,Infantile nephronophthisis,INVS,inversin,9q31.1
93591,Infantile nephronophthisis,NEK8,NIMA related kinase 8,17q11.2
93591,Infantile nephronophthisis,TTC21B,tetratricopeptide repeat domain 21B,2q24.3
93591,Infantile nephronophthisis,ANKS6,ankyrin repeat and sterile alpha motif domain containing 6,9q22.33
93591,Infantile nephronophthisis,CEP83,centrosomal protein 83,12q22
93591,Infantile nephronophthisis,ZNF423,zinc finger protein 423,16q12.1
93592,Juvenile nephronophthisis,NPHP1,nephrocystin 1,2q13
93592,Juvenile nephronophthisis,NPHP4,nephrocystin 4,1p36.31
93592,Juvenile nephronophthisis,GLIS2,GLIS family zinc finger 2,16p13.3
93592,Juvenile nephronophthisis,WDR19,WD repeat domain 19,4p14
93592,Juvenile nephronophthisis,ANKS6,ankyrin repeat and sterile alpha motif domain containing 6,9q22.33
93592,Juvenile nephronophthisis,MAPKBP1,mitogen-activated protein kinase binding protein 1,15q15.1
93592,Juvenile nephronophthisis,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,3p14.1
93589,Late-onset nephronophthisis,NPHP3,nephrocystin 3,3q22.1
93589,Late-onset nephronophthisis,XPNPEP3,X-prolyl aminopeptidase 3,22q13.2
93589,Late-onset nephronophthisis,MAPKBP1,mitogen-activated protein kinase binding protein 1,15q15.1
93598,Primary hyperoxaluria type 1,AGXT,alanine--glyoxylate aminotransferase,2q37.3
596008,Antley-Bixler syndrome without genital anomaly or disorder of steroidogenesis,FGFR2,fibroblast growth factor receptor 2,10q26.13
93583,Congenital thrombotic thrombocytopenic purpura,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,9q34.2
93610,Distal renal tubular acidosis with anemia,SLC4A1,solute carrier family 4 member 1 (Diego blood group),17q21.31
596759,Combined immunodeficiency due to RELA haploinsufficiency,RELA,"RELA proto-oncogene, NF-kB subunit",11q13.1
93608,Autosomal dominant distal renal tubular acidosis,SLC4A1,solute carrier family 4 member 1 (Diego blood group),17q21.31
93607,Autosomal recessive proximal renal tubular acidosis,SLC4A4,solute carrier family 4 member 4,4q13.3
93613,Cystinuria type B,SLC7A9,solute carrier family 7 member 9,19q13.11
93612,Cystinuria type A,SLC3A1,solute carrier family 3 member 1,2p21
93602,Xanthinuria type II,MOCOS,molybdenum cofactor sulfurase,18q12.2
93601,Xanthinuria type I,XDH,xanthine dehydrogenase,2p23.1
93600,Primary hyperoxaluria type 3,HOGA1,4-hydroxy-2-oxoglutarate aldolase 1,10q24.2
93599,Primary hyperoxaluria type 2,GRHPR,glyoxylate and hydroxypyruvate reductase,9p13.2
93606,Nephrogenic syndrome of inappropriate antidiuresis,AVPR2,arginine vasopressin receptor 2,Xq28
596753,VEXAS syndrome,UBA1,ubiquitin like modifier activating enzyme 1,Xp11.3
93605,Bartter syndrome type 3,CLCNKB,chloride voltage-gated channel Kb,1p36.13
99068,Complete atrioventricular septal defect-tetralogy of Fallot,NR2F2,nuclear receptor subfamily 2 group F member 2,15q26.2
99068,Complete atrioventricular septal defect-tetralogy of Fallot,GATA4,GATA binding protein 4,8p23.1
99068,Complete atrioventricular septal defect-tetralogy of Fallot,CRELD1,cysteine rich with EGF like domains 1,3p25.3
99067,Complete atrioventricular septal defect with ventricular hypoplasia,NR2F2,nuclear receptor subfamily 2 group F member 2,15q26.2
99067,Complete atrioventricular septal defect with ventricular hypoplasia,GATA6,GATA binding protein 6,18q11.2
99067,Complete atrioventricular septal defect with ventricular hypoplasia,CRELD1,cysteine rich with EGF like domains 1,3p25.3
99067,Complete atrioventricular septal defect with ventricular hypoplasia,GATA4,GATA binding protein 4,8p23.1
99106,"Atrial septal defect, ostium primum type",TLL1,tolloid like 1,4q32.3
99105,"Atrial septal defect, sinus venosus type",CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,6q24.1
99103,"Atrial septal defect, ostium secundum type",ACTC1,actin alpha cardiac muscle 1,15q14
99103,"Atrial septal defect, ostium secundum type",GATA4,GATA binding protein 4,8p23.1
99103,"Atrial septal defect, ostium secundum type",MYH6,myosin heavy chain 6,14q11.2
99103,"Atrial septal defect, ostium secundum type",NKX2-5,NK2 homeobox 5,5q35.1
99103,"Atrial septal defect, ostium secundum type",TBX20,T-box transcription factor 20,7p14.2
99103,"Atrial septal defect, ostium secundum type",TBX20,T-box transcription factor 20,7p14.2
99103,"Atrial septal defect, ostium secundum type",TLL1,tolloid like 1,4q32.3
99103,"Atrial septal defect, ostium secundum type",CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,6q24.1
99103,"Atrial septal defect, ostium secundum type",GATA6,GATA binding protein 6,18q11.2
99141,Lymphedema-posterior choanal atresia syndrome,PTPN14,protein tyrosine phosphatase non-receptor type 14,1q32.3-q41
99361,Isolated familial medullary thyroid carcinoma,ESR2,estrogen receptor 2,14q23.2-q23.3
99361,Isolated familial medullary thyroid carcinoma,NTRK1,neurotrophic receptor tyrosine kinase 1,1q23.1
99361,Isolated familial medullary thyroid carcinoma,RET,ret proto-oncogene,10q11.21
99657,"Primary dystonia, DYT2 type",HPCA,hippocalcin,1p35.1
99429,Complete androgen insensitivity syndrome,AR,androgen receptor,Xq12
99646,Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria,IDH1,isocitrate dehydrogenase (NADP(+)) 1,2q34
592574,Menke-Hennekam syndrome,CREBBP,CREB binding lysine acetyltransferase,16p13.3
592564,GNAO1-related developmental delay-seizures-movement disorder spectrum,GNAO1,G protein subunit alpha o1,16q13
592570,TRAF7-associated heart defect-digital anomalies-facial dysmorphism-motor and speech delay syndrome,TRAF7,TNF receptor associated factor 7,16p13.3
99718,Leber plus disease,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,mitochondria
99718,Leber plus disease,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,mitochondria
99718,Leber plus disease,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,mitochondria
99725,Pituitary gigantism,AIP,AHR interacting HSP90 co-chaperone,11q13.2
99725,Pituitary gigantism,MEN1,menin 1,11q13
589821,Congenital-onset Steinert myotonic dystrophy,DMPK,DM1 protein kinase,19q13.32
589827,Juvenile-onset Steinert myotonic dystrophy,DMPK,DM1 protein kinase,19q13.32
589824,Childhood-onset Steinert myotonic dystrophy,DMPK,DM1 protein kinase,19q13.32
589833,Late-onset Steinert myotonic dystrophy,DMPK,DM1 protein kinase,19q13.32
589830,Adult-onset Steinert myotonic dystrophy,DMPK,DM1 protein kinase,19q13.32
99704,Early-onset obesity-hyperphagia-severe developmental delay syndrome,NTRK2,neurotrophic receptor tyrosine kinase 2,9q21.33
589905,PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome,PHIP,PHIP subunit of CUL4-Ring ligase complex,6q14.1
589856,Choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome,KMT2D,lysine methyltransferase 2D,12q13.12
99749,Kostmann syndrome,HAX1,HCLS1 associated protein X-1,1q21.3
99757,Embryonal rhabdomyosarcoma,SLC67A1,solute carrier family 67 member 1,11p15.4
99757,Embryonal rhabdomyosarcoma,TP53,tumor protein p53,17p13.1
99757,Embryonal rhabdomyosarcoma,NF1,neurofibromin 1,17q11.2
99757,Embryonal rhabdomyosarcoma,DICER1,"dicer 1, ribonuclease III",14q32.13
99756,Alveolar rhabdomyosarcoma,FOXO1,forkhead box O1,13q14.11
99756,Alveolar rhabdomyosarcoma,PAX3,paired box 3,2q36.1
99756,Alveolar rhabdomyosarcoma,PAX7,paired box 7,1p36.13
99756,Alveolar rhabdomyosarcoma,NF1,neurofibromin 1,17q11.2
99756,Alveolar rhabdomyosarcoma,TP53,tumor protein p53,17p13.1
99734,Myotonia fluctuans,SCN4A,sodium voltage-gated channel alpha subunit 4,17q23.3
99731,Isolated sulfite oxidase deficiency,SUOX,sulfite oxidase,12q13.2
99735,Myotonia permanens,SCN4A,sodium voltage-gated channel alpha subunit 4,17q23.3
99736,Acetazolamide-responsive myotonia,SCN4A,sodium voltage-gated channel alpha subunit 4,17q23.3
99741,King-Denborough syndrome,RYR1,ryanodine receptor 1,19q13.2
99742,Amish lethal microcephaly,SLC25A19,solute carrier family 25 member 19,17q25.1
98820,Familial focal epilepsy with variable foci,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit",22q12.2-q12.3
98820,Familial focal epilepsy with variable foci,NPRL2,"NPR2 like, GATOR1 complex subunit",3p21.31
98820,Familial focal epilepsy with variable foci,NPRL3,"NPR3 like, GATOR1 complex subunit",16p13.3
98818,Landau-Kleffner syndrome,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,16p13.2
98813,Hypohidrotic ectodermal dysplasia with immunodeficiency,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,Xq28
98813,Hypohidrotic ectodermal dysplasia with immunodeficiency,NFKBIA,NFKB inhibitor alpha,14q13.2
98811,Paroxysmal exertion-induced dyskinesia,SLC2A1,solute carrier family 2 member 1,1p34.2
98811,Paroxysmal exertion-induced dyskinesia,PRRT2,proline rich transmembrane protein 2,16p11.2
98810,Paroxysmal non-kinesigenic dyskinesia,PNKD,PNKD metallo-beta-lactamase domain containing,2q35
98810,Paroxysmal non-kinesigenic dyskinesia,PRRT2,proline rich transmembrane protein 2,16p11.2
98809,Paroxysmal kinesigenic dyskinesia,PRRT2,proline rich transmembrane protein 2,16p11.2
98809,Paroxysmal kinesigenic dyskinesia,KCNA1,potassium voltage-gated channel subfamily A member 1,12p13.32
98809,Paroxysmal kinesigenic dyskinesia,KCNJ10,potassium inwardly rectifying channel subfamily J member 10,1q23.2
98808,Autosomal dominant dopa-responsive dystonia,GCH1,GTP cyclohydrolase 1,14q22.2
98808,Autosomal dominant dopa-responsive dystonia,NR4A2,nuclear receptor subfamily 4 group A member 2,2q24.1
98808,Autosomal dominant dopa-responsive dystonia,IMPDH2,inosine monophosphate dehydrogenase 2,3p21.31
98807,"Primary dystonia, DYT13 type",DYT13,"dystonia 13, torsion",1p36
98838,Primary mediastinal large B-cell lymphoma,BCL6,BCL6 transcription repressor,3q27.3
98838,Primary mediastinal large B-cell lymphoma,XPO1,exportin 1,2p15
98835,Acute undifferentiated leukemia,KMT2A,lysine methyltransferase 2A,11q23.3
98833,Acute myeloblastic leukemia without maturation,FLT3,fms related receptor tyrosine kinase 3,13q12.2
98833,Acute myeloblastic leukemia without maturation,NPM1,nucleophosmin 1,5q35.1
98834,Acute myeloblastic leukemia with maturation,FLT3,fms related receptor tyrosine kinase 3,13q12.2
98834,Acute myeloblastic leukemia with maturation,KIT,"KIT proto-oncogene, receptor tyrosine kinase",4q12
98834,Acute myeloblastic leukemia with maturation,NPM1,nucleophosmin 1,5q35.1
98831,Acute myeloid leukemia with 11q23 abnormalities,KMT2A,lysine methyltransferase 2A,11q23.3
98832,Acute myeloid leukemia with minimal differentiation,FLT3,fms related receptor tyrosine kinase 3,13q12.2
98829,Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),FLT3,fms related receptor tyrosine kinase 3,13q12.2
98829,Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),MYH11,myosin heavy chain 11,16p13.11
98829,Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),CBFB,core-binding factor subunit beta,16q22.1
98829,Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),KIT,"KIT proto-oncogene, receptor tyrosine kinase",4q12
98826,Myelodysplastic neoplasm with low blasts,TET2,tet methylcytosine dioxygenase 2,4q24
98823,Chronic myelomonocytic leukemia,ETV6,ETS variant transcription factor 6,12p13.2
98823,Chronic myelomonocytic leukemia,ASXL1,ASXL transcriptional regulator 1,20q11.21
98823,Chronic myelomonocytic leukemia,SRSF2,serine and arginine rich splicing factor 2,17q25.2
98824,Atypical chronic myeloid leukemia,CSF3R,colony stimulating factor 3 receptor,1p34.3
98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,LMNA,lamin A/C,1q22
98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,SYNE1,spectrin repeat containing nuclear envelope protein 1,6q25.2
98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,TMEM43,transmembrane protein 43,3p25.1
98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,SYNE2,spectrin repeat containing nuclear envelope protein 2,14q23.2
98850,Aggressive systemic mastocytosis,TET2,tet methylcytosine dioxygenase 2,4q24
98850,Aggressive systemic mastocytosis,SRSF2,serine and arginine rich splicing factor 2,17q25.2
98850,Aggressive systemic mastocytosis,ASXL1,ASXL transcriptional regulator 1,20q11.21
98850,Aggressive systemic mastocytosis,RUNX1,RUNX family transcription factor 1,21q22.12
98850,Aggressive systemic mastocytosis,CBL,Cbl proto-oncogene,11q23.3
98849,Systemic mastocytosis with associated hematologic neoplasm,KIT,"KIT proto-oncogene, receptor tyrosine kinase",4q12
98849,Systemic mastocytosis with associated hematologic neoplasm,TET2,tet methylcytosine dioxygenase 2,4q24
98849,Systemic mastocytosis with associated hematologic neoplasm,SRSF2,serine and arginine rich splicing factor 2,17q25.2
98849,Systemic mastocytosis with associated hematologic neoplasm,ASXL1,ASXL transcriptional regulator 1,20q11.21
98843,"Classic Hodgkin lymphoma, nodular sclerosis type",KLHDC8B,kelch domain containing 8B,3p21.31
98839,Intravascular large B-cell lymphoma,BCL6,BCL6 transcription repressor,3q27.3
98839,Intravascular large B-cell lymphoma,BCL2,BCL2 apoptosis regulator,18q21.33
98842,Lymphomatoid papulosis,TYK2,tyrosine kinase 2,19p13.2
98842,Lymphomatoid papulosis,NPM1,nucleophosmin 1,5q35.1
589608,"Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies",RHOA,ras homolog family member A,3p21.31
589595,Mixed phenotype acute leukemia with t(v;11q23.3),FLT3,fms related receptor tyrosine kinase 3,13q12.2
589595,Mixed phenotype acute leukemia with t(v;11q23.3),KMT2A,lysine methyltransferase 2A,11q23.3
589595,Mixed phenotype acute leukemia with t(v;11q23.3),AFF1,ALF transcription elongation factor 1,4q21.3-q22.1
98868,Southeast Asian ovalocytosis,SLC4A1,solute carrier family 4 member 1 (Diego blood group),17q21.31
98869,Congenital dyserythropoietic anemia type I,CDAN1,codanin 1,15q15.2
98869,Congenital dyserythropoietic anemia type I,CDIN1,CDAN1 interacting nuclease 1,15q14
589618,Dystonia 28,KMT2B,lysine methyltransferase 2B,19q13.12
98870,Congenital dyserythropoietic anemia type III,KIF23,kinesin family member 23,15q23
98870,Congenital dyserythropoietic anemia type III,RACGAP1,Rac GTPase activating protein 1,12q13.12
589534,Mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2),FLT3,fms related receptor tyrosine kinase 3,13q12.2
589534,Mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2),KMT2A,lysine methyltransferase 2A,11q23.3
98863,X-linked Emery-Dreifuss muscular dystrophy,EMD,emerin,Xq28
98863,X-linked Emery-Dreifuss muscular dystrophy,FHL1,four and a half LIM domains 1,Xq26.3
589527,Spinocerebellar ataxia type 45,FAT2,FAT atypical cadherin 2,5q33.1
589547,"GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder",GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,12p13.1
589442,Short stature-skeletal dysplasia-retinal degeneration-intellectual disability-sensorineural hearing loss syndrome,PISD,phosphatidylserine decarboxylase,22q12.2
589435,Spondylometaphyseal dysplasia-corneal dystrophy syndrome,PLCB3,phospholipase C beta 3,11q13.1
589522,Spinocerebellar ataxia type 46,PLD3,phospholipase D family member 3,19q13.2
589515,PUM1-associated developmental disability-ataxia-seizure syndrome,PUM1,pumilio RNA binding family member 1,1p35.2
98855,Autosomal recessive Emery-Dreifuss muscular dystrophy,LMNA,lamin A/C,1q22
98856,Charcot-Marie-Tooth disease type 2B1,LMNA,lamin A/C,1q22
98881,Familial dysfibrinogenemia,FGA,fibrinogen alpha chain,4q31.3
98881,Familial dysfibrinogenemia,FGB,fibrinogen beta chain,4q31.3
98881,Familial dysfibrinogenemia,FGG,fibrinogen gamma chain,4q32.1
98880,Familial afibrinogenemia,FGA,fibrinogen alpha chain,4q31.3
98880,Familial afibrinogenemia,FGB,fibrinogen beta chain,4q31.3
98880,Familial afibrinogenemia,FGG,fibrinogen gamma chain,4q32.1
98885,Bleeding diathesis due to glycoprotein VI deficiency,GP6,glycoprotein VI platelet,19q13.42
98873,Congenital dyserythropoietic anemia type II,SEC23B,"SEC23 homolog B, COPII coat complex component",20p11.23
98897,Oculopharyngodistal myopathy,NOTCH2NLC,notch 2 N-terminal like C,1q21.2
98897,Oculopharyngodistal myopathy,LRP12,LDL receptor related protein 12,8q22.3
98897,Oculopharyngodistal myopathy,GIPC1,GIPC PDZ domain containing family member 1,19p13.12
98897,Oculopharyngodistal myopathy,ABCD3,ATP binding cassette subfamily D member 3,1p21.3
98897,Oculopharyngodistal myopathy,NUTM2B-AS1,NUTM2B antisense RNA 1,10q22.3
98897,Oculopharyngodistal myopathy,RILPL1,Rab interacting lysosomal protein like 1,12q24.31
98895,Becker muscular dystrophy,DMD,dystrophin,Xp21.2-p21.1
98896,Duchenne muscular dystrophy,DMD,dystrophin,Xp21.2-p21.1
98896,Duchenne muscular dystrophy,LTBP4,latent transforming growth factor beta binding protein 4,19q13.2
98902,Amish nemaline myopathy,TNNT1,"troponin T1, slow skeletal type",19q13.42
98889,Bilateral perisylvian polymicrogyria,SRPX2,sushi repeat containing protein X-linked 2,Xq22.1
98889,Bilateral perisylvian polymicrogyria,ADGRG1,adhesion G protein-coupled receptor G1,16q21
98889,Bilateral perisylvian polymicrogyria,PI4KA,phosphatidylinositol 4-kinase alpha,22q11.21
98890,Early-onset X-linked optic atrophy,OPA2,optic atrophy 2 (obscure),Xp11.4-p11.2
98892,Periventricular nodular heterotopia,ARFGEF2,ARF guanine nucleotide exchange factor 2,20q13.13
98892,Periventricular nodular heterotopia,FLNA,filamin A,Xq28
98892,Periventricular nodular heterotopia,ERMARD,ER membrane associated RNA degradation,6q27
98892,Periventricular nodular heterotopia,NEDD4L,NEDD4 like E3 ubiquitin protein ligase,18q21.31
98892,Periventricular nodular heterotopia,TMTC3,transmembrane O-mannosyltransferase targeting cadherins 3,12q21.32
98892,Periventricular nodular heterotopia,ARF1,ARF GTPase 1,1q42.13
98892,Periventricular nodular heterotopia,MAP1B,microtubule associated protein 1B,5q13.2
98912,"Late-onset distal myopathy, Markesbery-Griggs type",LDB3,LIM domain binding 3,10q23.2
98911,Distal myotilinopathy,MYOT,myotilin,5q31.2
98914,Presynaptic congenital myasthenic syndromes,CHAT,choline O-acetyltransferase,10q11.23
98914,Presynaptic congenital myasthenic syndromes,AGRN,agrin,1p36.33
98914,Presynaptic congenital myasthenic syndromes,SLC25A1,solute carrier family 25 member 1,22q11.21
98914,Presynaptic congenital myasthenic syndromes,SNAP25,synaptosome associated protein 25,20p12.2
98914,Presynaptic congenital myasthenic syndromes,SYT2,synaptotagmin 2,1q32.1
98914,Presynaptic congenital myasthenic syndromes,MYO9A,myosin IXA,15q23
98914,Presynaptic congenital myasthenic syndromes,SLC5A7,solute carrier family 5 member 7,2q12.3
98914,Presynaptic congenital myasthenic syndromes,VAMP1,vesicle associated membrane protein 1,12p13.31
98914,Presynaptic congenital myasthenic syndromes,SLC18A3,solute carrier family 18 member A3,10q11.23
98914,Presynaptic congenital myasthenic syndromes,COL13A1,collagen type XIII alpha 1 chain,10q22.1
98913,Postsynaptic congenital myasthenic syndromes,RAPSN,receptor associated protein of the synapse,11p11.2
98913,Postsynaptic congenital myasthenic syndromes,SCN4A,sodium voltage-gated channel alpha subunit 4,17q23.3
98913,Postsynaptic congenital myasthenic syndromes,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit,2q31.1
98913,Postsynaptic congenital myasthenic syndromes,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit,2q31.1
98913,Postsynaptic congenital myasthenic syndromes,CHRNB1,cholinergic receptor nicotinic beta 1 subunit,17p13.1
98913,Postsynaptic congenital myasthenic syndromes,CHRNB1,cholinergic receptor nicotinic beta 1 subunit,17p13.1
98913,Postsynaptic congenital myasthenic syndromes,CHRND,cholinergic receptor nicotinic delta subunit,2q37.1
98913,Postsynaptic congenital myasthenic syndromes,CHRND,cholinergic receptor nicotinic delta subunit,2q37.1
98913,Postsynaptic congenital myasthenic syndromes,CHRNE,cholinergic receptor nicotinic epsilon subunit,17p13.2
98913,Postsynaptic congenital myasthenic syndromes,CHRNE,cholinergic receptor nicotinic epsilon subunit,17p13.2
98913,Postsynaptic congenital myasthenic syndromes,DOK7,docking protein 7,4p16.3
98913,Postsynaptic congenital myasthenic syndromes,MUSK,muscle associated receptor tyrosine kinase,9q31.3
98913,Postsynaptic congenital myasthenic syndromes,LRP4,LDL receptor related protein 4,11p11.2
98913,Postsynaptic congenital myasthenic syndromes,AGRN,agrin,1p36.33
98913,Postsynaptic congenital myasthenic syndromes,AK9,adenylate kinase 9,6q21
98913,Postsynaptic congenital myasthenic syndromes,COL13A1,collagen type XIII alpha 1 chain,10q22.1
98916,Acute inflammatory demyelinating polyradiculoneuropathy,PMP22,peripheral myelin protein 22,17p12
98915,Synaptic congenital myasthenic syndromes,COLQ,collagen like tail subunit of asymmetric acetylcholinesterase,3p25.1
98915,Synaptic congenital myasthenic syndromes,LAMB2,laminin subunit beta 2,3p21.31
98904,Congenital myopathy with excess of thin filaments,ACTA1,"actin alpha 1, skeletal muscle",1q42.13
98905,Congenital multicore myopathy with external ophthalmoplegia,RYR1,ryanodine receptor 1,19q13.2
98908,Neutral lipid storage disease with myopathy,PNPLA2,"patatin like domain 2, triacylglycerol lipase",11p15.5
98907,Neutral lipid storage disease with ichthyosis,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",3p21.33
98909,Desminopathy,DES,desmin,2q35
98933,"Multiple system atrophy, parkinsonian type",COQ2,"coenzyme Q2, polyprenyltransferase",4q21.23
98934,Huntington disease-like 2,JPH3,junctophilin 3,16q24.2
98920,Spinal muscular atrophy with respiratory distress type 1,IGHMBP2,immunoglobulin mu DNA binding protein 2,11q13.3
98942,Coloboma of choroid and retina,ACTG1,actin gamma 1,17q25.3
98942,Coloboma of choroid and retina,FZD5,frizzled class receptor 5,2q33.3
98942,Coloboma of choroid and retina,SALL2,spalt like transcription factor 2,14q11.2
98942,Coloboma of choroid and retina,ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group),2q35
98942,Coloboma of choroid and retina,PAX6,paired box 6,11p13
98938,Colobomatous microphthalmia,SHH,sonic hedgehog signaling molecule,7q36.3
98938,Colobomatous microphthalmia,STRA6,signaling receptor and transporter of retinol STRA6,15q24.1
98938,Colobomatous microphthalmia,VSX2,visual system homeobox 2,14q24.3
98938,Colobomatous microphthalmia,GDF6,growth differentiation factor 6,8q22.1
98938,Colobomatous microphthalmia,GDF3,growth differentiation factor 3,12p13.31
98938,Colobomatous microphthalmia,ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group),2q35
98938,Colobomatous microphthalmia,TENM3,teneurin transmembrane protein 3,4q34.3-q35.1
98938,Colobomatous microphthalmia,RBP4,retinol binding protein 4,10q23.33
